ANSYS Structur Mechanics 2022 R2(x64)_22.2_L_EN_01,ANSYS Structur Mechanics 2022 R2(x64) 22.2 (English),"<p>Ansys structural analysis software enables you to solve complex structural engineering problems and make better, faster design decisions. With the finite element analysis (FEA) solvers available in the suite, you can customize and automate solutions for your structural mechanics problems and parametric.</p> <p>LS: Concurrent</p>",Yes,0.0,Yes,Yes
ANSYS Structures 2021 R2(x64)_21.2_L_EN_01,ANSYS Structures 2021 R2(x64) 21.2 (English),<p>Install: ANSYS Structures 2021 R2(x64)_21.2_L_EN_01</p> <p>LS: Concurrent</p>,Yes,0.0,Yes,Yes
ANSYS Viewer 2020 R2(x64)_20.2_L_EN_01,ANSYS Viewer 2020 R2(x64) 20.2 (English),Installs: ANSYS Viewer 2020 R2(x64)_20.2_L_EN_01,Yes,0.0,Yes,Yes
ANSYS Viewer 2021 R1(x64)_21.1_L_EN_01,ANSYS Viewer 2021 R1(x64) 21.1 (English),Installs: ANSYS Viewer 2021 R1(x64)_21.1_L_EN_01,Yes,0.0,Yes,Yes
ANSYS Viewer(x64)_18.0_L_EN_01,ANSYS Viewer(x64) 18.0 (English),"<p>ANSYS Viewer enables you to visualize, interpret and compare ANSYS simulation results right in your web browser. It helps improve collaboration with colleagues and customers, and provides a way to quickly relay simulation intent and results to your extended design team. Any stakeholder can use the viewer to open ANSYS Viewer (.avz) files that have been exported from ANSYS CFX-Pre, CFD-Post, TurboGrid, and ANSYS Mechanical.</p> <p>LS:&nbsp; Freeware</p>",Yes,0.0,Yes,No
ANSYS Viewer(x64)_19.2_L_EN_01,ANSYS Viewer(x64) 19.2 (English),"<p>ANSYS Viewer enables you to visualize, interpret and compare ANSYS simulation results right in your web browser. It helps improve collaboration with colleagues and customers, and provides a way to quickly relay simulation intent and results to your extended design team. Any stakeholder can use the viewer to open ANSYS Viewer (.avz) files that have been exported from ANSYS CFX-Pre, CFD-Post, TurboGrid, and ANSYS Mechanical.</p> <p>LS:&nbsp; Freeware</p>",Yes,0.0,Yes,No
ANSYS(x64)_18.2_L_EN_01,ANSYS(x64) 18.2 (English),"<p>Multiphysics simulation for creating virtual prototypes subjected to real-world conditions. </p> <p> Customers outside of Lake Forest, CA will require IT assistance to replace the license file.	</p> <p>LS:&nbsp;&nbsp;Server based</p>",Yes,0.0,Yes,No
ANSYS(x64)_19.2_L_EN_01,ANSYS(x64) 19.2 (English),"<p>Multiphysics simulation for creating virtual prototypes subjected to real-world conditions. </p> <p> Customers outside of Lake Forest, CA will require IT assistance to replace the license file.	</p> <p>LS:&nbsp;&nbsp;Server based</p>",Yes,0.0,Yes,No
Apache Directory Studio_1.5.3_V_EN_02,Apache Directory Studio 1.5.3 (English) [Build 02],"<p>Apache Directory Studio is a complete directory tooling platform intended to be used with any LDAP server however it is particularly designed for use with ApacheDS. It is an Eclipse RCP application, composed of several Eclipse (OSGi) plugins, that can be easily upgraded with additional ones. These plugins can even run within Eclipse itself.</p> <p>Apache Directory Studio package for PAM integration. </p> <p>Pre-requisites:</p> <p>Oracle Java Runtimes_1.0_L_EN_99_09</p> <p>LS: Freeware</p>",Yes,0.0,Yes,Yes
Apache NetBeans IDE_14.0_L_EN_01,Apache NetBeans IDE 14.0 (English),<p>Installs: NetBeans IDE_14.0_L_EN_01</p> <p>Pre Req:&nbsp;Oracle Java SDK 8 Update 202_8.0.2020.8_L_EN_01</p> <p>LS: Freeware</p>,Yes,0.0,Yes,Yes
Apache OpenOffice_4.1.2_L_EN_01,Apache OpenOffice 4.1.2 (English),"Apache OpenOffice is the leading open-source office software suite for word processing, spreadsheets, presentations, graphics, databases and more. It is available in many languages and works on all common computers. It stores all your data in an international open standard format and can also read and write files from other common office software packages. It can be downloaded and used completely free of charge for any purpose. <p>LS:&nbsp; Freeware</p>",Yes,0.0,Yes,No
Apache Software Foundation Maven_3.3.9_L_EN_01,Apache Software Foundation Maven 3.3.9 (English),"<p>Maven is a build automation tool used primarily for Java projects. <br /> Maven addresses two aspects of building software: first, it describes how software is built, and second, it describes its dependencies. </p> LS: Freeware",Yes,0.0,Yes,Yes
APEX Data Loader_37.0_V_EN_01,APEX Data Loader 37.0 (English),"<p>The Data Loader is an easy to use graphical tool that helps you to get your data into Salesforce objects. The Data Loader can also be used to extract data from database objects into any of the destinations mentioned above. You can even use the Data Loader to perform bulk deletions by exporting the ID fields for the data you wish to delete and using that source to specify deletions through the Data Loader.   The Data Loader requires the use of the Force.com API. If your Salesforce edition allows the use of the API (Enterprise, Unlimited and Developer Editions), you can download the Data Loader from the Setup menu, under Administer heading - Data Management.</p> <p>LS:&nbsp; Freeware</p>",Yes,0.0,Yes,Yes
APEX DataLoader(x64)_47.0.0_L_EN_01,APEX DataLoader(x64) 47.0.0 (English),<p>Installs: APEX DataLoader(x64)_47.0.0_L_EN_01</p> <p>Note: Julu JDK(x64) 11.31 (English) is a dependency for this application.</p> <p>LS: Freeware (Requires Salesforce Account to use)</p> <p>&nbsp;</p>,No,0.0,Yes,Yes
APEX DataLoader_51.0.1_L_EN_01,APEX DataLoader 51.0.1 (English),Installs: APEX DataLoader_51.0.1_L_EN_01,Yes,0.0,Yes,Yes
APEX DataLoader_53.0.2_L_EN_01,APEX DataLoader 53.0.2 (English),<p>Installs: APEX DataLoader_53.0.2_L_EN_01</p> <p>LS: Freeware</p>,Yes,0.0,Yes,Yes
Apis AIQ-RM PRO_6.5_V_EN_01,Apis AIQ-RM PRO 6.5 (English),"<p>This is a Novartis Package and the Subscription has expired so the software will not work. One of the users said he would request us to purchase a new subscription. This package should not be visible since it won't work. Possibly if the new subscription works with this version, we will not need to re-package (Marca 12-8-2020)</p> <p>Apis IQ-RM PRO 6.5 for training purposes</p> <p>LS:&nbsp; Subscription</p>",Yes,0.0,Yes,No
APL Diner (Legacy Eurmea)_2.09_M_EN_01,APL Diner (Legacy Eurmea) 2.09 (English) (Manual),<p>Limited Install APL/Swiss Market SQL users only. Contact app owner for verification. Suite of tools used in the configuration of Surgical Custom Paks for the EURMEA market. Alcon Eurmea Diner v2.09 English</p> <p>NOTE:&nbsp; Disabled per Roopa Boga.&nbsp; Retirement request submitted.&nbsp; (ck 22 Jun 2020)</p> <p> LS:&nbsp; Freeware</p>,Yes,0.0,Yes,No
App Dynamic AirServer Universal_5.4.9_L_EN_01,App Dynamic AirServer Universal 5.4.9 (English),<p>Airserver is the world's most advanced AirPlay and Mirroring receiver for Mac OS X and Windows PC.</p> <p>LS:&nbsp; Seat based</p>,Yes,39.99,No,Yes
Appeon PowerBuilder IDE 2017 R3_17.2.0_L_EN_01,Appeon PowerBuilder IDE 2017 R3 17.2.0 (English),<p>Installs: Appeon PowerBuilder IDE 2017 R3_17.2.0_L_EN_01</p> <p>LS: Subscription</p>,Yes,895,No,Yes
Apple iTunes(x64)_12.10.11_L_EN_01,Apple iTunes(x64) 12.10.11 (English),<p>Install: Apple iTunes(x64)_12.10.11_L_EN_01</p> <p>LS: Freeware</p>,No,0.0,Yes,Yes
Apple iTunes(x64)_12.9.5.7_L_EN_01,Apple iTunes(x64) 12.9.5.7 (English),"<p>iTunes is an audio playback program. You can use iTunes to import songs from CDs as well as other audio files from your hard drive. While songs are the most common files played by iTunes, you can also play spoken word files, such as audio books or other recordings. iTunes also has a radio option that allows you to play live streams of Internet radio from a variety of stations.  Each file you import with iTunes get stored in the iTunes library. Fortunately, the library can be organized into multiple playlists, which is especially helpful when you have thousands of songs. (Yes, some people have over 10,000 songs in their library.) You can also create ""smart playlists,"" which store songs according to the parameters you set. For example, if you want a playlist of only rock music, you can create a smart playlist that only holds songs where the ""Genre"" tag contains ""Rock."" iTunes is the software that comes with the iPod, and allows you to transfer your playlists from your computer to your iPod. Like the iPod, iTunes can be used on a Mac or PC </p> <p>LS:&nbsp; Freeware</p> <br />",Yes,0.0,Yes,No
Apple iTunes(x86)_12.9.6.3_L_EN_01,Apple iTunes(x86)_12.9.6.3(English),Apple iTunes(x86),No,0.0,Yes,No
Apple iTunes_12.7_L_EN_01,Apple iTunes 12.7 (English),"iTunes is an audio playback program. You can use iTunes to import songs from CDs as well as other audio files from your hard drive. While songs are the most common files played by iTunes, you can also play spoken word files, such as audio books or other recordings. iTunes also has a radio option that allows you to play live streams of Internet radio from a variety of stations.  Each file you import with iTunes get stored in the iTunes library. Fortunately, the library can be organized into multiple playlists, which is especially helpful when you have thousands of songs. (Yes, some people have over 10,000 songs in their library.) You can also create ""smart playlists,"" which store songs according to the parameters you set. For example, if you want a playlist of only rock music, you can create a smart playlist that only holds songs where the ""Genre"" tag contains ""Rock."" iTunes is the software that comes with the iPod, and allows you to transfer your playlists from your computer to your iPod. Like the iPod, iTunes can be used on a Mac or PC <p>LS:&nbsp; Freeware</p>",Yes,0.0,Yes,No
Apple Quicktime_7.79_L_EN_02,Apple Quicktime 7.79 (English) [Build 02],"<p>A powerful multimedia technology with a built-in media player, QuickTime lets you view Internet video, HD movie trailers and personal media in a wide range of file formats. And it lets you enjoy them in remarkably high quality. </p> <p>NOTE:&nbsp; Apple no longer supports QuickTime.&nbsp; This is disabled.&nbsp; (ck Jun 17 2019)</p> <p>LS:&nbsp; Freeware</p>",Yes,0.0,Yes,No
Appspace App(x64)_2.24.0_L_EN_01,Appspace App(x64) 2.24.0 (English),Installs: Appspace App(x64)_2.24.0_L_EN_01,Yes,0.0,Yes,Yes
Apttus X-Author for Excel_6.1_L_EN_01,Apttus X-Author for Excel 6.1 (English),"<p>Use Excel as a Salesforce UI for an infinite amount of use cases: opportunity forecasts, forms, grids for any object, territory re-assignments, compliance forms, data migration between orgs, multi-worksheet processes, risk assessments, import/export data.  xAuthor can update opportunities, assign leads, create quotes, upload data, &amp; more.</p> <p>LS:&nbsp; Subscription</p> <p>&nbsp;</p> <p>Disabled as per the email from Farhan Zaman dated 16-8-2021 (Arafath - 18-8-2021)</p>",Yes,380,No,No
Apttus X-Author for Excel_6.4_L_EN_01,Apttus X-Author for Excel 6.4 (English),<p>Installs: Apttus X-Author for Excel_6.4_L_EN_01</p> <p>LS: Subscription</p>,Yes,380,No,Yes
ArchiveSys OmniRIM-1st timeInstalls_7.4SP2_L_EN_01,ArchiveSys OmniRIM-1st timeInstalls 7.4SP2 (English),"<p>OmniRIM for SharePoint provides physical records management capabilities, seamlessly integrated with the electronic records management features of the SharePoint 2010 Records Center. The product is designed as a cloud-based offering, in order to reduce cost and effort to manage the software and associated hardware. The software solution enables companies in regulated industries to effectively and securely manage records and information for the lifecycle of the items </p> <p>This package contains the three initial/first time installations of the Crystal Reports ActiveX Viewer Control, BarCode Reader OCX, &amp; Bar Code Fonts for OmniRIM to function properly</p> <p>LS:&nbsp; Freeware</p>",Yes,0.0,Yes,Yes
ArcusServoMotion Titan6.0_7.4.0.1_L_EN_01,ArcusServoMotion Titan6.0 7.4.0.1 (English),<p>Installs: ArcusServoMotion Titan6.0_7.4.0.1_L_EN_01</p> <p>LS: Per Seat</p>,Yes,0.0,Yes,Yes
ARM Keil uVision4_4.10_V_EN_01,ARM Keil uVision4 4.10 (English),"	The ?Vision IDE from Keil combines project management, make facilities, source code editing, program debugging, and complete simulation in one powerful environment. The ?Vision development platform is easy-to-use and helping you quickly create embedded programs that work. The ?Vision editor and debugger are integrated in a single application that provides a seamless embedded project development environment. 	<p>LS:&nbsp; Freeware</p>",Yes,0.0,Yes,Yes
Articulate 360_1.17.16168.0_L_EN_99_01,Articulate 360 1.17.16168.0 (English),"<p>Software to develop training material</p> <p><span style=""color: #ff0000;""><strong>NOTE</strong>:&nbsp; Disabled package so that only latest package is available&nbsp; (ck 11 May 2020)</span></p> <p>LS:&nbsp; Global (Subscription)</p>",Yes,1299,No,No
Articulate 360_1.37.21453.0_L_EN_99_01,Articulate 360 1.37.21453.0 (English),<p>Software to develop training material</p> <p>LS:&nbsp; Global (Subscription)</p>,Yes,1299,No,No
Articulate 360_1.50.24832.0_L_EN_99_01,Articulate 360 1.50.24832.0 (English),Installs: Articulate 360_1.50.24832.0_L_EN_99_01,Yes,1023,No,No
Articulate 360_1.67.28569_L_EN_01,Articulate 360  1.67.28569 (English),<p>Installs: Articulate 360_1.67.28569_L_EN_01</p> <p>LS: Subscription</p>,Yes,1299,No,Yes
Articulate Storyline_2.0_V_EN_05,Articulate Storyline 2.0 (English) [Build 05],<p>Software to develope training material</p> <p>LS:&nbsp; Seat based</p>,Yes,1398,No,No
Artifex Ghostscript GPL(x64)_9.56.1_L_EN_01,Artifex Ghostscript GPL(x64) 9.56.1 (English),<p>Installs: Artifex Ghostscript GPL(x64)_9.56.1_L_EN_01</p> <p>LS: Freeware</p>,Yes,0.0,Yes,Yes
AsapUtilities_7.2_L_EN_01,AsapUtilities 7.2 (English),<p>ASAP Utilities is a powerful Excel add-in that fills the gaps in Excel and automates frequently used tasks.</p> <p>LS:&nbsp; Global (Limited)</p>,Yes,49,No,Yes
Aspen eBRS MICS AND WD_2006_L_EN_01,Aspen eBRS MICS AND WD 2006 (English),<p>electronic Batch Record System platform used to control materials in the El Masnou Alcon Plant</p> <p>Material (MICS) and Raw Material (Weigh&amp;Dispense) control in a lower level than JDE<br /> <br /> LS:&nbsp; Concurrent</p>,Yes,0.0,Yes,Yes
Aspen eBRS MICS and WD_2006_L_ES_01,Aspen eBRS MICS and WD 2006 (Spanish),<p>electronic Batch Record System plataform used to control materials in the El Masnou Alcon Plant</p> <p>Material (MICS) and Raw Material (Weigh&amp;Dispense) control in a lower level than JDE<br /> <br /> LS:&nbsp; Concurrent</p>,Yes,0.0,Yes,Yes
AspenTech Engineering Suite(x64)_9.0_L_EN_01,AspenTech Engineering Suite(x64) 9.0 (English),<p>Process Simulation system for CHAD	</p> <p>LS:&nbsp;&nbsp;Server based</p>,Yes,0.0,Yes,Yes
ASPIRE PDM_1.0_L_EN_01,ASPIRE PDM 1.0 (English) Uninstall,Custom application to manage 3rd party product data for the Alcon ASPIRE solution. <p>LS:&nbsp; Freeware</p>,Yes,0.0,Yes,Yes
ASPIRE PDM_1.0_L_EN_02,ASPIRE PDM 1.0 (English) [Build 02] Uninstall,<p>UnInstalls: ASPIRE PDM_1.0_L_EN_02</p> <p>Shrinivas M Shenoy (10-May-2021): This is an inhouse product as per the mail received from App Owner and no approval workflow is required to be setup</p>,No,0.0,Yes,Yes
Assistente Pimaco_3.0.0.35_L_PT_01,Assistente Pimaco 3.0.0.35 (Portuguese),"	Label Software	<p>LS:&nbsp; Freeware</p>",Yes,0.0,Yes,Yes
Atlassian SourceTree(x64)_3.0_L_EN_01,Atlassian SourceTree(x64) 3.0 (English),<p>A free visual Git and Hg client for Mac and Windows</p> <p>SourceTree simplifies how you interact with your Git and Mercurial repositories so you can focus on coding. Visualize and manage your repositories through SourceTree's simple interface.</p> <p>LS: Freeware</p>,Yes,0.0,Yes,Yes
Attachmate Reflection 2014 SP1_15.6.746.0_L_EN_01,Attachmate Reflection 2014 SP1 15.6.746.0 (English),"<p>A Windows-based family of terminal emulators that gives users anywhere, anytime access to IBM, UNIX, Linux, OpenVMS, HP, and X11 hosts from their desktops or mobile devices.</p> <p>LS:&nbsp; Global (Limited)</p>",Yes,400,No,Yes
Audacity(x64)_3.0.3_L_EN_01,Audacity(x64) 3.0.3 (English),<p>Installs: Audacity(x64)_3.0.3_L_EN_01</p> <p>LS: Freeware</p>,No,0.0,Yes,Yes
Autodesk AutoCad 2016(x64)_20.1.49_L_EN_01,Autodesk AutoCad 2016(x64) 20.1.49 (English),"<p>AutoCAD software features include an updated modern interface that improves the design process and productivity enhancements that help speed your workflow. Quickly open new and existing drawings with the New Tab page, access drawing content directly from the ribbon, and find tools with a more powerful Help window</p> <p>LS:&nbsp; Global (Limited)</p> <p>NOTE:&nbsp; Package disabled.&nbsp; (ck 27 Aug 2020)&nbsp; </p>",Yes,2288,No,No
Autodesk AutoCad 2016(x86)_20.1.49_L_EN_01,Autodesk AutoCad 2016(x86) 20.1.49 (English),"<p>AutoCAD software features include an updated modern interface that improves the design process and productivity enhancements that help speed your workflow. Quickly open new and existing drawings with the New Tab page, access drawing content directly from the ribbon, and find tools with a more powerful Help window</p> <p>LS:&nbsp; Global (Limited)</p> <p>NOTE:&nbsp; Package disabled.&nbsp; (ck 27 Aug 2020)</p>",Yes,2288,No,No
Autodesk AutoCad 2018(x64)_22.0.49_L_EN_01,Autodesk AutoCad 2018(x64) 22.0.49 (English),"<p>AutoCAD software features include an updated modern interface that improves the design process and productivity enhancements that help speed your workflow. Quickly open new and existing drawings with the New Tab page, access drawing content directly from the ribbon, and find tools with a more powerful Help window</p> <p>LS:&nbsp; Global (Limited)</p> <p>NOTE:&nbsp; Package disabled.&nbsp; (ck 27 Aug 2020)</p>",Yes,4195,No,No
Autodesk AutoCad 2018(x86)_22.0.49_L_EN_01,Autodesk AutoCad 2018(x86) 22.0.49 (English),"<p>AutoCAD� software features include an updated modern interface that improves the design process and productivity enhancements that help speed your workflow. Quickly open new and existing drawings with the New Tab page, access drawing content directly from the ribbon, and find tools with a more powerful Help window</p> <p>LS:&nbsp; Global (Limited)</p> <p>NOTE:&nbsp; Package disabled.&nbsp; (ck 27 Aug 2020)</p>",Yes,4195,No,No
Autodesk AutoCad 2020(x64)_23.1.47_L_EN_01,Autodesk AutoCad 2020(x64) 23.1.47 (English),"<p>AutoCAD� software features include an updated modern interface that improves the design process and productivity enhancements that help speed your workflow. Quickly open new and existing drawings with the New Tab page, access drawing content directly from the ribbon, and find tools with a more powerful Help window</p> <p>LS:&nbsp; Global (Limited)</p>",Yes,4195,No,No
Autodesk AutoCAD 2021(x64)_24.0.47_L_EN_01,Autodesk AutoCAD 2021(x64) 24.0.47 (English) (Full Version),Installs: Autodesk AutoCAD 2021(x64)_24.0.47_L_EN_01,Yes,1690,No,No
Autodesk AutoCAD 2022(x64)_24.1.51.0_L_EN_01,Autodesk AutoCAD 2022(x64) 24.1.51.0 (English),<p>Installs: Autodesk AutoCAD 2022(x64)_24.1.51.0_L_EN_01</p> <p>LS: Subscription</p>,Yes,2288,No,Yes
Autodesk AutoCAD Electrical2021(x64)_18.0_L_EN_01,Autodesk AutoCAD Electrical2021(x64) 18.0 (English),<p>Installs: Autodesk AutoCAD Electrical2021(x64)_18.0_L_EN_01</p> <p>LS : Subscription </p>,Yes,815,No,Yes
Autodesk AutoCAD Language Pack2018_1.0_L_DE_99_01,Autodesk AutoCAD Language Pack2018 1.0 (German),"<p>Autocad language pack for 2016 ,2018 version</p> <p style=""margin: 0in; font-family: Arial; font-size: 10pt;""><span style=""font-family: Segoe UI; font-size: 11px;"">LS: Freeware</span></p>",Yes,0.0,Yes,Yes
Autodesk AutoCad LT 2016(x64)_20.1.49_L_EN_01,Autodesk AutoCad LT 2016(x64) 20.1.49 (English),<p>AutoCAD LT software is a cost-effective 2D drafting solution with reduced capabilities that delivers the reliability of TrustedDWG� technology.</p> <p>LS:&nbsp; Global (Limited)</p> <p>NOTE:&nbsp; Package disabled.&nbsp; (ck 27 Aug 2020)</p>,Yes,143,No,No
Autodesk AutoCAD LT 2016(x64)_20.1.49_L_JA_01,Autodesk AutoCAD LT 2016(x64)  20.1.49 (Japanese),<p>AutoCAD LT software is a cost-effective 2D drafting solution with reduced capabilities that delivers the reliability of TrustedDWG� technology.</p> <p>LS:&nbsp; Global (Limited)</p> <p>NOTE:&nbsp; Package disabled.&nbsp; (ck 27 Aug 2020)</p>,Yes,1200,No,No
Autodesk AutoCad LT 2016(x86)_20.1.49_L_EN_01,Autodesk AutoCad LT 2016(x86) 20.1.49 (English),<p>AutoCAD LT software is a cost-effective 2D drafting solution with reduced capabilities that delivers the reliability of TrustedDWG� technology.</p> <p>LS:&nbsp; Global (Limited)</p> <p>NOTE:&nbsp; Package disabled.&nbsp; (ck 27 Aug 2020)</p>,Yes,143,No,No
Autodesk AutoCad LT 2018_22.0.49_L_EN_01,Autodesk AutoCad LT 2018 22.0.49 (English),<p>AutoCAD LT software is a cost-effective 2D drafting solution with reduced capabilities that delivers the reliability of TrustedDWG technology.</p> <p>LS:&nbsp; Global (Limited)</p> <p>NOTE:&nbsp; Package disabled.&nbsp; (ck 27 Aug 2020)</p>,Yes,1200,No,No
Autodesk AutoCAD LT 2021 Language Pack-Deutsch_24.0.47.0_L_DE_01,Autodesk AutoCAD LT 2021 Language Pack-Deutsch 24.0.47.0 (German),Installs: Autodesk AutoCAD LT 2021 Language Pack-Deutsch_24.0.47.0_L_DE_01,Yes,0.0,Yes,Yes
Autodesk AutoCAD LT 2021(x64)_24.0.47_L_EN_01,Autodesk AutoCAD LT 2021(x64) 24.0.47 (English),Installs: Autodesk AutoCAD LT 2021(x64)_24.0.47_L_EN_01,Yes,590,No,No
Autodesk AutoCAD LT 2023(x64)_24.2.53_L_EN_01,Autodesk AutoCAD LT 2023(x64) 24.2.53 (English),<p>Installs: Autodesk AutoCAD LT 2023(x64)_24.2.53_L_EN_01</p> <p>LS: Subscription</p> <table>     <tbody>         <tr>             <td>&nbsp;</td>         </tr>         <tr>             <td>&nbsp;</td>         </tr>     </tbody> </table> <br />,Yes,143,No,Yes
Autodesk AutoSketch_10.0_L_EN_01,Autodesk AutoSketch 10.0 (English),<p>2D Drafting software</p> <p>LS:&nbsp; Seat based</p>,Yes,265,No,Yes
Autodesk Bldng Design Suite Std(x64)_2017_L_EN_01,Autodesk Bldng Design Suite Std(x64) 2017,"<p>A 3D building design software portfolio of interoperable BIM-based products that supports each phase of your workflow. Produce realistic 3D visualizations, use integrated simulation and analysis tools, create higher-quality construction documentation, and make more informed design and construction decisions.</p> <p>LS: Concurrent</p>",Yes,3000,No,Yes
Autodesk Building Design Suite Pre(x64)_2017_L_EN_01,Autodesk Building Design Suite Pre(x64) 2017 (English),"<p>A 3D building design software portfolio of interoperable BIM-based products that supports each phase of your workflow. Produce realistic 3D visualizations, use integrated simulation and analysis tools, create higher-quality construction documentation, and make more informed design and construction decisions.</p> <p>LS:&nbsp; Concurrent</p>",Yes,5000,No,Yes
Autodesk Design Review_14.0_L_EN_01,Autodesk Design Review 14.0 (English),<p>Used to view/modify and create CAD drawings.  Please Contact  FEUSSSA4 for 2013/2018 versions and LAKINJO1 for 2012 version for any questions. </p> <p>Pre-requisites:<br /> MS Visual C PlusPlus2012Redist(x86)_11.0.6_L_EN_01<br /> Microsoft .NET Framework_4.7_L_EN_01 </p> <p>LS:&nbsp; Freeware</p>,Yes,0.0,Yes,Yes
Autodesk DWG TrueView_2017_T_EN_01,Autodesk DWG TrueView 2017 (English),<p>Visualization autocad files</p> <p>LS:&nbsp; Freeware</p>,Yes,0.0,Yes,Yes
Autodesk HSMXpress(X64)_2016_L_DE_01,Autodesk HSMXpress(X64) 2016 (German),"Free, easy-to-use full featured CAM solution that allows all licensed users of SolidWorks 2012 or newer to create high quality toolpaths using the latest in 64-bit and multi-core technology. <p>LS:&nbsp; Freeware</p>",Yes,0.0,Yes,No
Autodesk HSMXpress(X64)_2018_L_DE_02,Autodesk HSMXpress(X64) 2018 (German) [Build02],"<p>Free, easy-to-use full featured CAM solution that allows all licensed users of SolidWorks 2012 or newer to create high quality toolpaths using the latest in 64-bit and multi-core technology.</p> <p>LS:&nbsp; Freeware</p>",Yes,0.0,Yes,Yes
Autodesk HSMXpress(X64)_2020_L_DE_01,Autodesk HSMXpress(X64) 2020 (German),<p>Autodesk HSMXpress software is a free 2.5 axis CAM plug in designed to work seamlessly with SOLIDWORKS.</p> <p>LS:&nbsp; Freeware</p>,Yes,0.0,Yes,Yes
Autodesk HSMXpress(X64)_2021_L_EN_01,Autodesk HSMXpress(X64) 2021 (English),Installs: Autodesk HSMXpress(X64)_2021_L_EN_01,Yes,0,No,Yes
AutoDesk Inventor Professional_2023_L_EN_01,AutoDesk Inventor Professional 2023 (English),<p>Installs:&nbsp;AutoDesk Inventor Professional_2023_L_EN_01</p> <p>LS: Subscription</p>,Yes,0.0,Yes,Yes
AutoDesk MoldFlow(x64)_2019_L_EN_01,AutoDesk MoldFlow(x64) 2019 (English),<p>Plastic injection and compression mold simulation for design and manufacturing</p> <p>LS:&nbsp; Subscription</p>,Yes,5295,No,Yes
Autodesk Navisworks Freedom 2017(x64)_14.0_V_EN_01,Autodesk Navisworks Freedom 2017(x64) 14.0 (English),"	Get the whole-project view using Navisworks solutions. Combine design data created in AutoCAD and Revit software-based products and other applications with models created by other design tools. Then, view these files with Navisworks? Freedom software. NWD files viewed with Navisworks Freedom give stakeholders equal access to explore and experience whole projects.   The Navisworks Freedom free* download creates compressed, secure, NWD format files. A practical solution to streaming large CAD models, NWD files require no model preparation, third-party server hosting, setup time, nor ongoing costs. 	<p>LS:&nbsp; Freeware</p>",Yes,0.0,Yes,Yes
Autodesk NavisWorks Freedom_2013_L_EN_01,Autodesk NavisWorks Freedom 2013 (English) [BUILD 01],"	Get the whole-project view using Navisworks solutions. Combine design data created in AutoCAD and Revit software-based products and other applications with models created by other design tools. Then, view these files with Navisworks? Freedom software. NWD files viewed with Navisworks Freedom give stakeholders equal access to explore and experience whole projects.   The Navisworks Freedom free* download creates compressed, secure, NWD format files. A practical solution to streaming large CAD models, NWD files require no model preparation, third-party server hosting, setup time, nor ongoing costs. 	<p>LS:&nbsp; Freeware</p>",Yes,0.0,Yes,Yes
Autodesk Revit 2021 (x64)_21.1.21_L_EN_01,Autodesk Revit 2021 (x64) 21.1.21 (English),Installs: Autodesk Revit 2021 (x64)_21.1.21_L_EN_01,No,0.0,Yes,No
Autodesk Revit 2021 (x64)_21.1.21_L_EN_01,Autodesk Revit 2021 (x64) 21.1.21 (English),Installs: Autodesk Revit 2021 (x64)_21.1.21_L_EN_01,No,0.0,Yes,Yes
Autodesk Revit LT 2016_16.0.428.0_L_EN_01,Autodesk Revit LT 2016 16.0.428.0 (English),<p>Produce high-quality 3D architectural designs.</p> <p>LS:&nbsp; Seat based</p>,Yes,800,No,Yes
Autodesk Revit LT 2022(x64)_22.0.2_392_L_EN_01,Autodesk Revit LT 2022(x64) 22.0.2.392 (English),<p>Installs: Autodesk Revit LT 2022(x64)_22.0.2_392_L_EN_01</p> <p>LS: User Subscription</p>,Yes,800,No,Yes
Autodesk SketchBook(x64)_8.6_V_EN_01,Autodesk SketchBook(x64) 8.6 (English),"SketchBook is a pixel graphics software application that features a radial/pie-menu user interface, intended for expressive drawing and concept sketching.  SketchBook Pro has painting and drawing tools such as pencils, markers, and brushes. It uses pressure-sensitive features of graphics tablets, tablet computers, and smartphones to create effects similar to traditional materials. <p>LS:&nbsp; Freeware</p> <p><span style=""font-family: 'Segoe UI', Arial, Helvetica, sans-serif; font-size: 12px;"">Shrinivas M Shenoy (23-May-2022): This package is being disabled from shopping as this is no more sold or available from Autodesk. Sketchbook is now a independent organization and licenses are sold in version Pro and available for download from Microsoft / Apple Store.</span></p>",Yes,0.0,Yes,No
AutoIT Standard_3.3.14.5_V_EN_01,AutoIT Standard 3.3.14.5 (English),"	AutoIt is a freeware automation language for Microsoft Windows. 	<p>LS:&nbsp; Freeware</p>",Yes,0.0,Yes,Yes
Automation Anywhere Enterprise Client_11.2_L_EN_01,Automation Anywhere Enterprise Client 11.2 (English),"<p><span style=""text-align: left; color: #222222; text-transform: none; text-indent: 0px; letter-spacing: normal; font-family: Segoe UI; font-size: 11px; font-style: normal; font-weight: 400; word-spacing: 0px; float: none; display: inline !important; white-space: normal; orphans: 2; widows: 2; background-color: #ffffff; font-variant-ligatures: normal; font-variant-caps: normal; -webkit-text-stroke-width: 0px; text-decoration-style: initial; text-decoration-color: initial;"">Robotic Process Automation (aka RPA) software that deploys software bots that complete business processes end-to-end.&nbsp; Allows increased consistency, resilience and productivity of disparate, rules based, repetitive, high-volume processes.	<br /> </span></p> <p>LS:&nbsp; Server based</p>",Yes,0.0,Yes,No
